,Symbol,Sector,MarketCap,Industry,ETF,Name
8269,RUN,Capital Goods,650331612.0,Industrial Specialties,N,Sunrun Inc.
8272,RUSL,,,,Y,Direxion Daily Russia Bull 3x Shares
8273,RUSS,,,,Y,Direxion Daily Russia Bear 3x Shares
8274,RUTH,Consumer Services,722526627.9,Restaurants,N,"Ruth's Hospitality Group, Inc. - Common Stock"
8275,RVA,,,Health Care Equipment & Services,N,"REVA MEDICAL, INC"
8276,RVEN,Consumer Services,49161834.5,Real Estate Investment Trusts,N,"Reven Housing REIT, Inc. - Common Stock"
8277,RVLT,Consumer Durables,66139825.75,Building Products,N,"Revolution Lighting Technologies, Inc. - Common Stock"
8278,RVNC,Health Care,1224575000.0,Major Pharmaceuticals,N,"Revance Therapeutics, Inc."
8279,RVNU,,,,Y,Xtrackers Municipal Infrastructure Revenue Bond ETF
8280,RVP,Health Care,23683179.15,Medical/Dental Instruments,N,"Retractable Technologies, Inc. Common Stock"
8281,RVR,,,Materials,N,RED RIVER RESOURCES LIMITED
8282,RVRS,,,,Y,Reverse Cap Weighted US Large Cap ETF 
8283,RVSB,Finance,210692077.2,Savings Institutions,N,Riverview Bancorp Inc
8284,RVT,n/a,1407025669.11,n/a,N,"Royce Value Trust, Inc. Common Stock"
8285,RVY,,,Materials,N,RIFT VALLEY RESOURCES LIMITED.
8286,RWC,Technology,56070565.2,Radio And Television Broadcasting And Communications Equipment,N,RELIANCE WORLDWIDE CORPORATION LIMITED
8287,RWD,,,Materials,N,REWARD MINERALS LTD
8289,RWJ,,,,Y,Oppenheimer Small Cap Revenue ETF
8290,RWK,,,,Y,Oppenheimer Mid Cap Revenue ETF
8291,RWL,,,,Y,Oppenheimer Large Cap Revenue ETF
8292,RWLK,Health Care,23721328.4,Industrial Specialties,N,ReWalk Robotics Ltd
8293,RWM,,,,Y,ProShares Short Russell2000
8294,RWO,,,,Y,SPDR DJ Wilshire Global Real Estate ETF
8295,RWR,,,,Y,SPDR DJ Wilshire REIT ETF
8296,RWT,Consumer Services,1157492997.9,Real Estate Investment Trusts,N,"Redwood Trust, Inc."
8297,RWW,,,,Y,Oppenheimer Financials Sector Revenue ETF
8298,RWX,,,,Y,SPDR DJ Wilshire Intl Real Estate
8299,RXD,,,,Y,ProShares UltraShort Health Care
8300,RXDX,Health Care,1819833555.75,Major Pharmaceuticals,N,"Ignyta, Inc."
8301,RXH,,,Software & Services,N,REWARDLE HOLDINGS LIMITED
8302,RXI,,,,Y,iShares Global Consumer Discretionary ETF
8303,RXII,Health Care,1111403.37,Major Pharmaceuticals,N,RXi Pharmaceuticals Corporation - Common Stock
8305,RXL,,,Materials,Y,ProShares Ultra Health Care
8306,RXM,,,Materials,N,REX MINERALS LIMITED
8307,RXN,Technology,2871451120.86,Industrial Machinery/Components,N,Rexnord Corporation
8310,RXP,,,Software & Services,N,RXP SERVICES LIMITED
8311,RY,Finance,124292983261.72,Commercial Banks,N,Royal Bank Of Canada Common Stock
8312,RY$T,,,,N,"Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares, Series C-2"
8315,RYAM,Basic Industries,993742479.48,Major Chemicals,N,Rayonier Advanced Materials Inc. Common Stock
8318,RYB,Consumer Services,553211359.3,Other Consumer Services,N,"RYB Education, Inc. American depositary shares, each representing one Class A ordinary share"
8319,RYD,,,Not Applic,N,RYDER CAPITAL LIMITED
8320,RYE,,,,Y,Guggenheim S&P 500 Equal Weight Energy ETF
8321,RYF,,,,Y,Guggenheim S&P 500 Equal Weight Financials ETF
8322,RYH,,,,Y,Guggenheim S&P 500 Equal Weight Healthcare ETF
8323,RYI,Basic Industries,452084259.15,Metal Fabrications,N,Ryerson Holding Corporation Common Stock
8324,RYJ,,,,Y,Guggenheim Raymond James SB-1 Equity Fund
8325,RYN,Consumer Services,4205751205.88,Real Estate Investment Trusts,N,Rayonier Inc.
8326,RYT,,,,Y,Guggenheim S&P 500 Equal Weight Technology ETF
8327,RYTM,Health Care,745675546.2,Major Pharmaceuticals,N,"Rhythm Pharmaceuticals, Inc."
8328,RYU,,,,Y,Guggenheim S&P 500 Equal Weight Utilities ETF
8329,RY^T,n/a,0.0,n/a,N,Royal Bank Of Canada
8330,RZA,Finance,0.0,Life Insurance,N,"Reinsurance Group of America, Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042"
8331,RZB,Finance,0.0,Life Insurance,N,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056"
8332,RZG,,,,Y,Guggenheim S&P Smallcap 600 Pure Growth ETF
8333,RZV,,,,Y,Guggenheim S&P Smallcap 600 Pure Value ETF
8334,S,Public Utilities,21961897365.96,Telecommunications Equipment,N,Sprint Corporation Common Stock
8339,SA,Basic Industries,651638433.4,Precious Metals,N,"Seabridge Gold, Inc."
8340,SAA,,,,Y,ProShares Ultra SmallCap600
8341,SAB,n/a,0.0,Not Applic,N,Saratoga Investment Corp
8342,SABR,Technology,5647587537.9,"Computer Software: Programming, Data Processing",N,Sabre Corporation - Common Stock
8343,SAC,,,Not Applic,N,SECURITISED AUSTRALIAN MORTGAGE TRUST 2011-1
8344,SACH,Consumer Services,60275531.67,Real Estate Investment Trusts,N,Sachem Capital Corp.
8345,SAEX,Energy,21393692.18,Oil & Gas Production,N,"SAExploration Holdings, Inc. - Common Stock"
8346,SAFE,Consumer Services,324327700.0,Real Estate,N,"Safety, Income & Growth Inc."
8347,SAFM,Consumer Non-Durables,2993750084.16,Meat/Poultry/Fish,N,"Sanderson Farms, Inc. - Common Stock"
8348,SAFT,Finance,1220641914.8,Property-Casualty Insurers,N,"Safety Insurance Group, Inc."
8349,SAGE,Health Care,7008174444.96,Major Pharmaceuticals,N,"Sage Therapeutics, Inc."
8350,SAGG,,,,Y,Direxion Daily Total Bond Market Bear 1X Shares
8351,SAH,Consumer Durables,933024528.0,Automotive Aftermarket,N,"Sonic Automotive, Inc."
8352,SAIA,Transportation,1941092513.15,Trucking Freight/Courier Services,N,"Saia, Inc. - Common Stock"
8353,SAIC,Technology,3343432667.58,EDP Services,N,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
8354,SAIL,Technology,1377424310.5,Computer Software: Prepackaged Software,N,"SailPoint Technologies Holdings, Inc. Common Stock"
8355,SAL,Finance,129475446.1,Savings Institutions,N,"Salisbury Bancorp, Inc."
8356,SALM,Consumer Services,121659098.55,Broadcasting,N,"Salem Media Group, Inc."
8357,SALT,Transportation,591728675.6,Marine Transportation,N,Scorpio Bulkers Inc. Common Stock
8358,SAM,Consumer Non-Durables,2247582710.1,Diversified Financials,N,"Boston Beer Company, Inc. (The) Common Stock"
8359,SAMG,Finance,209242808.15,Investment Managers,N,Silvercrest Asset Management Group Inc.
8360,SAN,Finance,116180305790.4,Materials,N,SAGALIO ENERGY LIMITED
8365,SAND,,,,N,Sandstorm Gold Ltd. Ordinary Shares (Canada)
8367,SANM,Technology,2488317879.9,Electrical Products,N,Sanmina Corporation
8368,SANW,Consumer Non-Durables,0.0,Farming/Seeds/Milling,N,S&W Seed Company
8373,SAP,Technology,133274984991.98,Computer Software: Prepackaged Software,N,SAP  SE ADS
8374,SAR,n/a,140845722.79,Materials,N,SARACEN MINERAL HOLDINGS LIMITED
8375,SAS,,,Telecommunication Services,N,SKY AND SPACE GLOBAL LTD
8376,SASR,Finance,1418828353.6,Major Banks,N,"Sandy Spring Bancorp, Inc. - Common Stock"
8377,SATS,Technology,5883370111.36,Radio And Television Broadcasting And Communications Equipment,N,EchoStar Corporation - common stock
8378,SAU,,,Materials,N,SOUTHERN GOLD LIMITED
8379,SAUC,Consumer Services,43548203.34,Restaurants,N,"Diversified Restaurant Holdings, Inc."
8380,SAVE,Transportation,3114160883.06,Air Freight/Delivery Services,N,"Spirit Airlines, Inc. Common Stock"
8381,SAY,,,Materials,N,SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED
8382,SAZ,,,Not Applic,N,SMART ABS SERIES 2016-3 TRUST
8383,SB,Transportation,363465614.64,Marine Transportation,N,"Safe Bulkers, Inc"
8384,SB$B,,,,N,"Safe Bulkers, Inc 8.00% Series B Cumulative Redeemable Perpetual Preferred Shares"
8385,SB$C,,,,N,"Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)"
8386,SB$D,,,,N,"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)"
8387,SBAC,Consumer Services,18979616216.66,Real Estate Investment Trusts,N,SBA Communications Corporation - Class A Common Stock
8388,SBB,,,Retailing,Y,SUNBRIDGE GROUP LIMITED
8389,SBBC,Transportation,0.0,Marine Transportation,N,Scorpio Tankers Inc.
8390,SBBP,Health Care,312526900.4,Major Pharmaceuticals,N,Strongbridge Biopharma plc
8391,SBBX,Finance,217362427.5,Major Banks,N,Sussex Bancorp
8392,SBCF,Finance,1157423961.4,Major Banks,N,Seacoast Banking Corporation of Florida - Common Stock
8393,SBFG,Finance,89723297.04,Major Banks,N,"SB Financial Group, Inc. - Common Stock"
8395,SBGI,Consumer Services,3983192605.35,Broadcasting,N,"Sinclair Broadcast Group, Inc."
8396,SBGL,Basic Industries,56288492.87,Precious Metals,N,D/B/A Sibanye-Stillwater Limited American Depositary Shares (Each representing four ordinary shares)
8397,SBH,Consumer Services,2339695745.46,Other Specialty Stores,N,"Sally Beauty Holdings, Inc."
8398,SBI,n/a,131387998.95,"Food, Beverage & Tobacco",N,Western Asset Intermediate Muni Fund Inc
8399,SBIO,,,,Y,ALPS Medical Breakthroughs ETF
8400,SBK,,,Insurance,N,SUNCORP-METWAY LIMITED .
8401,SBLK,Transportation,743863568.67,Marine Transportation,N,Star Bulk Carriers Corp.
8404,SBM,,,Materials,Y,ST BARBARA LIMITED
8405,SBNA,Transportation,0.0,Marine Transportation,N,Scorpio Tankers Inc.
8406,SBNY,Finance,8138898183.15,Major Banks,N,Signature Bank - Common Stock
8408,SBOT,Health Care,9783689.28,Major Pharmaceuticals,N,"Stellar Biotechnologies, Inc."
8409,SBOW,Energy,363640212.64,Oil & Gas Production,N,"SilverBow Resorces, Inc. Common Stock"
8410,SBPH,Health Care,159427216.23,Major Pharmaceuticals,N,"Spring Bank Pharmaceuticals, Inc."
8411,SBR,Energy,707098232.5,Oil & Gas Production,N,Sabine Royalty Trust
8412,SBRA,Consumer Services,3195703579.09,Real Estate Investment Trusts,N,"Sabra Health Care REIT, Inc."
8414,SBS,Public Utilities,7525443657.69,Water Supply,N,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
8415,SBSI,Finance,1242428566.61,Major Banks,N,"Southside Bancshares, Inc. - Common Stock"
8416,SBT,Finance,718712089.56,Savings Institutions,N,"Sterling Bancorp, Inc. - Common Stock"
8417,SBU,,,Materials,N,SIBURAN RESOURCES LIMITED
8418,SBUX,Consumer Services,86307048000.0,Restaurants,N,Starbucks Corporation
8419,SBV,,,,N,iPath Pure Beta Broad Commodity ETN
8420,SBX,,,Software & Services,N,SPREEDBOX HOLDINGS LIMITED
8421,SB^B,n/a,0.0,n/a,N,"Safe Bulkers, Inc"
8422,SB^C,n/a,0.0,n/a,N,"Safe Bulkers, Inc"
8423,SB^D,n/a,0.0,n/a,N,"Safe Bulkers, Inc"
8424,SC,Finance,6551029139.2,Finance: Consumer Services,N,Santander Consumer USA Holdings Inc. Common Stock
8425,SCA,n/a,0.0,Not Applic,N,Stellus Capital Investment Corporation
8426,SCAC,Finance,310397725.10400003,Business Services,N,Saban Capital Acquisition Corp. - Class A Ordinary Share
8429,SCAP,,,,Y,AdvisorShares Cornerstone Small Cap ETF
8430,SCC,,,,Y,ProShares UltraShort Consumer Services
8431,SCCO,Basic Industries,38520008610.27,Precious Metals,N,Southern Copper Corporation Common Stock
8432,SCD,n/a,258032012.17200002,n/a,N,LMP Capital and Income Fund Inc. Common Stock
8451,SCG,Public Utilities,6066788350.57,Power Generation,N,Scana Corporation
8452,SCHA,,,,Y,Schwab U.S. Small-Cap ETF
8453,SCHB,,,,Y,Schwab U.S. Broad Market ETF
8454,SCHC,,,,Y,Schwab International Small-Cap Equity ETF
8455,SCHD,,,,Y,Schwab US Dividend Equity ETF
8456,SCHE,,,,Y,Schwab Emerging Markets Equity ETF
8457,SCHF,,,,Y,Schwab International Equity ETF
8458,SCHG,,,,Y,Schwab U.S. Large-Cap Growth ETF
8459,SCHH,,,,Y,Schwab U.S. REIT ETF
8460,SCHK,,,,Y,Schwab 1000 Index ETF
8461,SCHL,Consumer Services,1366571375.84,Books,N,Scholastic Corporation
8462,SCHM,,,,Y,Schwab U.S. Mid Cap ETF
8463,SCHN,Consumer Durables,1022843741.6,Industrial Specialties,N,"Schnitzer Steel Industries, Inc."
8464,SCHO,,,,Y,Schwab Short-Term U.S. Treasury ETF
8465,SCHP,,,,Y,Schwab U.S. TIPs ETF
8466,SCHR,,,,Y,Schwab Intermediate-Term U.S. Treasury ETF
8467,SCHV,,,,Y,Schwab U.S. Large-Cap Value ETF
8468,SCHW,Finance,75192928929.84,Investment Bankers/Brokers/Service,N,Charles Schwab Corporation (The) Common Stock
8473,SCHX,,,,Y,Schwab U.S. Large-Cap ETF
8474,SCHZ,,,,Y,Schwab US Aggregate Bond ETF
8475,SCI,Consumer Services,7251346562.4,Materials,N,Service Corporation International Common Stock
8476,SCID,,,,Y,Global X Scientific Beta Europe ETF
8477,SCIF,,,,Y,VanEck Vectors India Small-Cap Index ETF
8478,SCIJ,,,,Y,Global X Scientific Beta Japan ETF
8479,SCIN,,,,Y,Columbia India Small Cap ETF
8480,SCIU,,,,Y,Global X Scientific Beta US ETF
8481,SCIX,,,,Y,Global X Scientific Beta Asia ex-Japan ETF
8482,SCJ,,,,Y,iShares MSCI Japan Sm Cap
8483,SCKT,Technology,24749281.84,Computer Manufacturing,N,"Socket Mobile, Inc."
8484,SCL,Basic Industries,1778608063.63,Software & Services,N,Stepan Company Common Stock
8485,SCM,n/a,201077534.19,n/a,N,Stellus Capital Investment Corporation
8486,SCMP,Health Care,849033090.0,Major Pharmaceuticals,N,"Sucampo Pharmaceuticals, Inc. - Class A Common Stock"
8487,SCO,,,Diversified Financials,Y,ProShares UltraShort Bloomberg Crude Oil
8488,SCON,Technology,13655654.0612,Radio And Television Broadcasting And Communications Equipment,N,Superconductor Technologies Inc.
8489,SCP,,,Real Estate,N,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP
8490,SCPH,Health Care,215372146.73,Major Pharmaceuticals,N,scPharmaceuticals Inc.
8491,SCS,Consumer Durables,1829150568.0,Office Equipment/Supplies/Services,N,Steelcase Inc.
8492,SCSC,Technology,896005943.45,Retail: Computer Software & Peripheral Equipment,N,"ScanSource, Inc."
8493,SCT,,,Consumer Services,N,SCOUT SECURITY LIMITED
8494,SCTO,,,,Y,Global X JPMorgan US Sector Rotator Index ETF
8495,SCU,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,STEMCELL UNITED LIMITED
8496,SCVL,Consumer Services,428540745.6,Clothing/Shoe/Accessory Stores,N,"Shoe Carnival, Inc. - Common Stock"
8497,SCW,,,Real Estate,N,SCENTRE GROUP TRUST 1
8498,SCWX,Technology,771043144.92,Computer Software: Prepackaged Software,N,SecureWorks Corp. - Class A Common Stock
8499,SCX,Capital Goods,60193217.568,Industrial Machinery/Components,N,L.S. Starrett Company (The)
8500,SCYX,Health Care,51977301.74,Major Pharmaceuticals,N,"SCYNEXIS, Inc. - Common Stock"
8501,SCZ,n/a,10844644000.0,n/a,Y,iShares MSCI EAFE Small-Cap ETF
8502,SD,Energy,714388117.21,Oil & Gas Production,N,"SandRidge Energy, Inc."
8503,SDA,,,Telecommunication Services,N,SPEEDCAST INTERNATIONAL LIMITED
8504,SDC,,,Class Pend,N,SUGAR DRAGON LIMITED
8505,SDD,,,,Y,ProShares UltraShort SmallCap600
8506,SDEM,,,,Y,Global X MSCI SuperDividend Emerging Markets ETF
8507,SDF,,,Insurance,N,STEADFAST GROUP LIMITED
8508,SDG,,,Real Estate,N,SUNLAND GROUP LIMITED
8509,SDI,,,Health Care Equipment & Services,N,SDI LIMITED
8510,SDIV,,,,Y,Global X SuperDividend ETF
8511,SDL,,,Materials,N,SUNDANCE RESOURCES LIMITED
8512,SDLP,Energy,357186024.0,Oil & Gas Production,N,Seadrill Partners LLC Common Units Representing Limited Liability Company Interests
8513,SDOG,,,,Y,ALPS Sector Dividend Dogs ETF
8514,SDOW,,,,Y,UltraPro Short Dow30
8515,SDP,,,,Y,ProShares UltraShort Utilities
8516,SDPI,Energy,$39.14M,Metal Fabrications,N,"Superior Drilling Products, Inc. Common Stock"
8517,SDR,Energy,49725000.0,Oil & Gas Production,N,SandRidge Mississippian Trust II Common Units representing Beneficial Interests
8518,SDRL,Energy,134989289.32799998,Oil & Gas Production,N,Seadrill Limited Ordinary Shares (Bermuda)
8519,SDS,,,,Y,ProShares UltraShort S&P500
8520,SDT,Energy,26880000.0,Oil & Gas Production,N,SandRidge Mississippian Trust I Common Units of Beneficial Interest
8521,SDV,,,Materials,N,SCIDEV LTD
8522,SDVY,n/a,2150043.0,n/a,Y,First Trust SMID Cap Rising Dividend Achievers ETF
8523,SDX,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,SIENNA CANCER DIAGNOSTICS LIMITED
8524,SDY,,,,Y,SPDR S&P Dividend ETF
8525,SDYL,,,,N,ETRACS Monthly Pay 2xLeveraged S&P Dividend ETN
8526,SE,n/a,4130504780.25,n/a,N,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share"
8528,SEA,,,Energy,Y,SUNDANCE ENERGY AUSTRALIA LIMITED
8529,SEAC,Technology,129944167.86,Radio And Television Broadcasting And Communications Equipment,N,"SeaChange International, Inc."
8530,SEAS,Consumer Services,1286910711.96,Services-Misc. Amusement & Recreation,N,"SeaWorld Entertainment, Inc."
8531,SEB,Finance,4987701844.5,Investment Bankers/Brokers/Service,N,Seaboard Corporation Common Stock
8532,SEC,,,Not Applic,N,SPHERIA EMERGING COMPANIES LIMITED
8533,SECO,Consumer Services,89590000.0,Other Specialty Stores,N,Secoo Holding Limited - ADR
8534,SECT,,,,Y,Northern Lights Fund Trust IV Main Sector Rotation ETF
8535,SEDG,Technology,1569968915.5,Semiconductors,N,"SolarEdge Technologies, Inc."
8536,SEE,Basic Industries,8748737878.0,Major Chemicals,N,Sealed Air Corporation
8537,SEED,Consumer Non-Durables,27433073.07,Farming/Seeds/Milling,N,Origin Agritech Limited
8538,SEF,,,,Y,ProShares Short Financials
8539,SEH,,,Energy,N,SINO GAS & ENERGY HOLDINGS LIMITED
8540,SEI,,,Materials,N,SPECIALITY METALS INTERNATIONAL LIMITED
8541,SEIC,Finance,12076615566.74,Investment Bankers/Brokers/Service,N,SEI Investments Company - Common Stock
8542,SEII,Technology,17035324.95,Industrial Machinery/Components,N,Sharing Economy International Inc.
8543,SEK,,,Commercial & Professional Services,N,SEEK LIMITED
8544,SELB,Health Care,199688989.44,Major Pharmaceuticals,N,"Selecta Biosciences, Inc."
8545,SELF,Consumer Services,34859070.675,Real Estate Investment Trusts,N,"Global Self Storage, Inc. - Common Stock"
8546,SEM,Health Care,2362003466.35,Hospital/Nursing Management,N,Select Medical Holdings Corporation Common Stock
8547,SEMG,Energy,2289728582.1,Oilfield Services/Equipment,N,Semgroup Corporation
8548,SEN,,,Technology Hardware & Equipment,N,SENETAS CORPORATION LIMITED
8549,SEND,Technology,969209865.36,Computer Software: Prepackaged Software,N,"SendGrid, Inc."
8552,SENS,Capital Goods,410263374.0,Industrial Machinery/Components,N,"Senseonics Holdings, Inc. Common Stock"
8553,SEP,Public Utilities,13425173581.56,Natural Gas Distribution,N,"Spectra Energy Partners, LP"
8554,SEQ,,,Diversified Financials,N,SEQUOIA FINANCIAL GROUP LTD
8555,SER,,,Materials,N,STRATEGIC ENERGY RESOURCES LIMITED
8556,SERV,Consumer Services,7170016376.7,Other Consumer Services,N,"ServiceMaster Global Holdings, Inc."
8557,SES,Basic Industries,29482400.0,Materials,N,"Synthesis Energy Systems, Inc."
8558,SF,Finance,4547596936.86,Investment Bankers/Brokers/Service,N,Stifel Financial Corporation
8559,SF$A,,,,N,"Stifel Financial Corporation Depositary Shares, each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock, Series A"
8560,SFB,Finance,0.0,Investment Bankers/Brokers/Service,N,Stifel Financial Corporation
8561,SFBC,Finance,86345548.0,Savings Institutions,N,"Sound Financial Bancorp, Inc."
8562,SFBS,Finance,2229899157.9,Major Banks,N,"ServisFirst Bancshares, Inc."
8563,SFC,,,Automobiles & Components,N,SCHAFFER CORPORATION LIMITED
8564,SFE,Finance,221474518.3,Finance/Investors Services,N,"Safeguard Scientifics, Inc. New Common Stock"
8565,SFG,,,"Food, Beverage & Tobacco",N,SEAFARMS GROUP LIMITED
8566,SFH,,,Retailing,N,SPECIALTY FASHION GROUP LIMITED
8567,SFHY,,,,Y,WisdomTree Fundamental U.S. Short-Term High Yield Corporate Bond Fund
8568,SFI,,,Software & Services,N,SPOOKFISH LIMITED
8569,SFIG,,,,Y,WisdomTree Fundamental U.S. Short-Term Corporate Bond Fund
8570,SFIX,Consumer Services,2083876986.5,Catalog/Specialty Distribution,N,"Stitch Fix, Inc. - Class A Common Stock"
8571,SFL,Transportation,1595020912.5,Marine Transportation,N,Ship Finance International Limited
8572,SFLA,,,,N,iPath Long Extended S&P 500 TR Index ETN
8573,SFLY,Miscellaneous,1695806062.6,Other Consumer Services,N,"Shutterfly, Inc."
8574,SFM,Consumer Services,3454511997.2,Materials,N,"Sprouts Farmers Market, Inc."
8575,SFNC,Finance,2703082863.6,Major Banks,N,Simmons First National Corporation
8576,SFR,,,Materials,N,SANDFIRE RESOURCES NL
8577,SFS,Consumer Services,692009079.3,Class Pend,N,STIRFIRE LIMITED
8578,SFST,Finance,312525484.6,Major Banks,N,"Southern First Bancshares, Inc."
8579,SFUN,Technology,2312065968.3,EDP Services,N,Fang Holdings Limited
8580,SFV,,,Not Applic,N,SANTOS FINANCE LIMITED
8581,SFX,,,Materials,N,SHEFFIELD RESOURCES LIMITED
8582,SFY,,,Not Applic,N,SPDR S&P/ASX 50 FUND
8583,SF^A,Finance,0.0,Investment Bankers/Brokers/Service,N,Stifel Financial Corporation
8584,SGA,Consumer Services,249275526.6,Broadcasting,N,"Saga Communications, Inc."
8585,SGAR,,,,N,iPath Pure Beta Sugar ETN
8586,SGB,Finance,54769895.5,Major Banks,N,Southwest Georgia Financial Corporation Common Stock
