Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
RMCF,"Rocky Mountain Chocolate Factory, Inc.",12.31,$72.67M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",41.54,$4.06B,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,7.96,$285.88M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,11.26,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,1.04,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rosew
ROSG,Rosetta Genomics Ltd.,0.58,$3.44M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",81.3,$31.07B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",86.36,$5.65B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,13.58,$672.57M,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",4.45,$270.7M,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",7.905,$21.6M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RMBL,"RumbleOn, Inc.",5.2,$67.23M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",52.76,$2.1B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",51.66,$2.06B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",23.1,$722.53M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,4.69,$1.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,0.79,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,117.38,$27.77B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",41.9,$1.47B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,4,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,9.9348,$310.4M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.52,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,1.26,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",17.93,$3.2B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Health Care REIT, Inc.",25.45,$146.34M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,20.55,$5.65B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",2.27,$21.39M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",80.2,$1.22B,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",168.48,$7.01B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",76.15,$1.94B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",4.65,$121.66M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",46.475,$129.48M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",131.16,$2.99B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",40.64,$1.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",17.5,$1.48B,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,34.55,$2.49B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.45,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,11.97,$589.11M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",61.17,$3.95B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",11.94,$364.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",18.74,$89.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",19.7785,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,161.47,$18.98B,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",35.15,$896.01M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.8,$11.18M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",37.6,$1.02B,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,39.16,$1.37B,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SGMS,Scientific Games Corp,54.8,$4.91B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,12.23,$215.37M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scph
SNI,"Scripps Networks Interactive, Inc",88.04,$11.44B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
SCYX,"SCYNEXIS, Inc.",1.82,$51.98M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",3.66,$129.94M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,26.6,$1.16B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,52.14,$15.09B,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,1.03,$38.09M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.24,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/shipw
SHLD,Sears Holdings Corporation,3.51,$377.72M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,0.5755,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.85,$64.7M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,10.4,$139.66M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",52.56,$7.56B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",1.91,$108.5M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.891,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,10.54,$540.48M,2017,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,9.51,$771.04M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,4.5,$78.04M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,76.69,$12.08B,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",13.27,$186.77M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SIR,Select Income REIT,23.29,$2.08B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
SELB,"Selecta Biosciences, Inc.",8.94,$199.69M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",60.75,$3.55B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",7.14,$41.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,4.65,$16.48M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,37.95,$2.52B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,30.7,$299.62M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,34,$331.83M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",0.8178,$8.5M,2016,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,17.99,$4.27B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,24.93,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,26.31,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhnl
SNMX,"Senomyx, Inc.",1.31,$62.6M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SRTS,"Sensus Healthcare, Inc.",5.3,$71.49M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",0.69,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,9.75,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,9.95,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,0.8,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",1.64,$103.57M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",10.2,$413.41M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",3.39,$305.62M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",42.09,$2.23B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
SSC,"Seven Stars Cloud Group, Inc.",4.63,$288.32M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ssc
SVBI,Severn Bancorp Inc,7.85,$96.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",5.37,$22.86M,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",1.38,$16.05M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SEII,Sharing Economy International Inc.,6.65,$17.04M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/seii
SMED,Sharps Compliance Corp,4.02,$64.35M,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",4.89,$41.25M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,31.75,$1.56B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",3.35,$96.35M,2017,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",7.66,$178.82M,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",2.32,$48.8M,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/tyht
SHPG,Shire plc,145.89,$44.24B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",25.28,$428.54M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,18.73,$237.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",16.1,$157.39M,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",51.65,$1.7B,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",15.1,$184.69M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,13.68,$371.51M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",18.81,$390.12M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",11.04,$214.12M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,27.97,$425.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",3.16,$165.26M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",19.85,$711.67M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,2.51,$448.11M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",6.95,$269.25M,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SGLB,"Sigma Labs, Inc.",1.78,$8.4M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",0.36,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",9.21,$38.78M,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,148.05,$8.14B,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,110.0801,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SLGN,Silgan Holdings Inc.,28.31,$3.12B,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,73.43,$546.72M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",98.15,$4.18B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,47.43,$1.68B,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",8.47,$5.28B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SRUN,Silver Run Acquisition Corporation II,10.11,$1.31B,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srun
SRUNU,Silver Run Acquisition Corporation II,10.775,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srunu
SRUNW,Silver Run Acquisition Corporation II,2,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srunw
SAMG,Silvercrest Asset Management Group Inc.,15.85,$209.24M,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SSNT,"SilverSun Technologies, Inc.",4.35,$19.54M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ssnt
SFNC,Simmons First National Corporation,58.8,$2.7B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",16,$276.68M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,118.96,$8.51B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",39.15,$3.98B,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",2.63,$27.45M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",8.04,$458.43M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Holdings Inc.,5.44,$25B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SITO,"SITO Mobile, Ltd.",6.5,$143.18M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sito
SKYS,"Sky Solar Holdings, Ltd.",1.3301,$69.75M,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/skys
SKLN,Skyline Medical Inc.,0.94,$9.56M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln
SKYW,"SkyWest, Inc.",54,$2.8B,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",102.19,$18.72B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
SNBR,Sleep Number Corporation,38.11,$1.52B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/snbr
SLM,SLM Corporation,11.49,$4.96B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMBP,SLM Corporation,68.73,$274.92M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SGH,"SMART Global Holdings, Inc.",36.68,$797.82M,2017,Technology,Semiconductors,http://www.nasdaq.com/symbol/sgh
SND,"Smart Sand, Inc.",10,$403.93M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/snd
SMBK,"SmartFinancial, Inc.",22.62,$252.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smbk
SMSI,"Smith Micro Software, Inc.",2.85,$40.71M,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,2.06,$34.66M,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
LNCE,"Snyder&#39;s-Lance, Inc.",50.06,$4.87B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
SRAX,"Social Reality, Inc.",4.79,$44.67M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",3.53,$24.75M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
SODA,SodaStream International Ltd.,76.11,$1.65B,2010,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,45.51,$1.77B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,21.1,$891.7M,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,17.86,$286.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns
SEDG,"SolarEdge Technologies, Inc.",36.5,$1.57B,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg
SLNO,"Soleno Therapeutics, Inc.",1.9105,$19.11M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",0.1213,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slnow
SNGX,"Soligenix, Inc.",2.17,$18.95M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",0.49,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngxw
SONC,Sonic Corp.,26.07,$1B,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",2.4901,$11.1M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SNOA,"Sonoma Pharmaceuticals, Inc.",5.17,$22.77M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoaw
SPHS,"Sophiris Bio, Inc.",2.24,$67.45M,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",6.82,$131.66M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",6.05,$500.29M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,6.3,$87.09M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
SOHOB,Sotherly Hotels Inc.,26.2399,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohob
SOHOO,Sotherly Hotels Inc.,25.27,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohoo
SFBC,"Sound Financial Bancorp, Inc.",34.4,$86.35M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,91.05,$3.35B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb
SFST,"Southern First Bancshares, Inc.",42.7,$312.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",37.69,$323.81M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",16.62,$397.49M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",35.53,$1.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi
